team,player,category,FUM,LOST,REC
ARI,Darius Robinson,fumbles,0,0,1
ATL,Kirk Cousins,fumbles,1,1,0
BAL,Dre'Mont Jones,fumbles,0,0,1
BAL,Zay Flowers,fumbles,1,1,0
BAL,Derrick Henry,fumbles,1,1,0
CHI,Drew Dalman,fumbles,1,0,0
CHI,Kyle Monangai,fumbles,0,0,1
CHI,Tremaine Edmunds,fumbles,0,0,1
CIN,Myles Murphy,fumbles,0,0,1
CLE,Corey Bojorquez,fumbles,1,0,1
DAL,Joe Milton III,fumbles,1,1,0
DEN,Bo Nix,fumbles,1,1,0
DET,Jahmyr Gibbs,fumbles,1,0,1
DET,Jack Campbell,fumbles,0,0,1
GB,Malik Willis,fumbles,1,0,0
GB,Jordan Love,fumbles,1,0,0
GB,Josh Jacobs,fumbles,1,1,0
GB,Emanuel Wilson,fumbles,0,0,1
HOU,C.J. Stroud,fumbles,1,0,1
IND,Philip Rivers,fumbles,1,0,0
IND,Ameer Abdullah,fumbles,1,1,0
IND,Danny Pinter,fumbles,0,0,1
JAX,Emmanuel Ogbah,fumbles,0,0,1
KC,Trey Smith,fumbles,0,0,1
KC,Nikko Remigio,fumbles,1,0,0
KC,Chris Oladokun,fumbles,1,0,0
KC,Kevin Knowles,fumbles,0,0,1
LAC,Tuli Tuipulotu,fumbles,0,0,1
LAC,Justin Herbert,fumbles,1,0,1
LAR,Cobie Durant,fumbles,0,0,1
LV,Michael Mayer,fumbles,1,0,0
MIA,Alec Ingold,fumbles,0,0,1
MIA,Jaylen Waddle,fumbles,1,0,0
MIA,Greg Dulcich,fumbles,1,1,0
MIN,J.J. McCarthy,fumbles,1,1,0
NE,Craig Woodson,fumbles,0,0,1
NE,Jack Gibbens,fumbles,0,0,1
NE,Marcus Jones,fumbles,0,0,1
NE,Drake Maye,fumbles,2,1,1
NE,Marte Mapu,fumbles,1,0,0
NO,Chase Young,fumbles,0,0,1
NO,Taysom Hill,fumbles,1,1,0
NYG,Tyler Nubin,fumbles,0,0,1
NYJ,Brady Cook,fumbles,1,1,0
NYJ,Qwan'tez Stiggers,fumbles,0,0,1
PHI,Jalen Hurts,fumbles,1,0,1
PHI,Will Shipley,fumbles,1,1,0
PIT,Darnell Washington,fumbles,1,1,0
SEA,Cooper Kupp,fumbles,1,1,0
SF,Brock Purdy,fumbles,1,0,0
SF,Luke Farrell,fumbles,0,0,1
SF,Jake Tonges,fumbles,0,0,1
TEN,Tony Pollard,fumbles,1,0,1
WSH,Kain Medrano,fumbles,0,0,1
WSH,Josh Johnson,fumbles,1,0,1
