team,player,category,FUM,LOST,REC
BAL,John Jenkins,fumbles,0,0,1
BAL,Isaiah Likely,fumbles,1,0,1
BAL,Zay Flowers,fumbles,1,1,0
BAL,Cooper Rush,fumbles,1,1,0
BUF,Josh Allen,fumbles,2,0,0
BUF,Elijah Moore,fumbles,0,0,1
CAR,Rico Dowdle,fumbles,1,0,1
CAR,Xavier Legette,fumbles,1,0,1
CHI,Caleb Williams,fumbles,1,0,0
CHI,Kyler Gordon,fumbles,0,0,1
CHI,Nahshon Wright,fumbles,0,0,1
DAL,Jalen Moreno-Cropper,fumbles,1,0,1
DAL,Dak Prescott,fumbles,1,0,1
DEN,Troy Franklin,fumbles,1,1,0
DEN,Marvin Mims Jr.,fumbles,1,0,1
DET,Amon-Ra St. Brown,fumbles,1,0,0
JAX,Parker Washington,fumbles,1,0,0
KC,Patrick Mahomes,fumbles,1,0,1
LAC,Keenan Allen,fumbles,1,0,1
LAC,Oronde Gadsden,fumbles,1,1,0
LAR,Tyler Davis,fumbles,0,0,1
LAR,Quentin Lake,fumbles,0,0,1
LAR,Jordan Whittington,fumbles,0,0,1
LAR,Matthew Stafford,fumbles,2,1,0
LV,Thomas Booker IV,fumbles,0,0,1
LV,Tyree Wilson,fumbles,0,0,1
MIA,Jordyn Brooks,fumbles,0,0,1
NE,Drake Maye,fumbles,1,0,2
NE,Garrett Bradbury,fumbles,1,0,0
NE,Craig Woodson,fumbles,0,0,1
NO,Juwan Johnson,fumbles,1,1,0
NYG,Dru Phillips,fumbles,0,0,1
NYJ,Andre Cisco,fumbles,0,0,1
NYJ,Breece Hall,fumbles,0,0,1
NYJ,Josh Myers,fumbles,1,0,0
PHI,AJ Dillon,fumbles,1,1,0
PIT,Darnell Washington,fumbles,1,0,0
SF,Luke Farrell,fumbles,0,0,1
SF,Mac Jones,fumbles,1,0,0
TB,Baker Mayfield,fumbles,1,0,0
TB,Rachaad White,fumbles,0,0,1
TEN,Cam Ward,fumbles,2,2,0
WSH,Jayden Daniels,fumbles,2,1,1
WSH,Jacory Croskey-Merritt,fumbles,1,1,0
