team,player,category,FUM,LOST,REC
SEA,AJ Barner,fumbles,2,0,2
SEA,Brady Russell,fumbles,0,0,1
SEA,Coby Bryant,fumbles,1,1,0
SEA,Connor O'Toole,fumbles,0,0,1
SEA,Cooper Kupp,fumbles,1,1,1
SEA,DeMarcus Lawrence,fumbles,0,0,3
SEA,Devon Witherspoon,fumbles,0,0,1
SEA,Drake Thomas,fumbles,0,0,1
SEA,Drew Lock,fumbles,2,0,2
SEA,Elijah Arroyo,fumbles,1,1,0
SEA,Eric Saubert,fumbles,0,0,1
SEA,George Holani,fumbles,1,1,0
SEA,Jalen Milroe,fumbles,1,1,0
SEA,Jaxon Smith-Njigba,fumbles,3,1,0
SEA,Kenneth Walker III,fumbles,1,0,1
SEA,Rashid Shaheed,fumbles,1,0,0
SEA,Riq Woolen,fumbles,1,1,0
SEA,Sam Darnold,fumbles,11,6,1
SEA,Ty Okada,fumbles,0,0,1
SEA,Zach Charbonnet,fumbles,0,0,1
